episodio,fecha_emision,guion,arte,animacion,direccion,tv_rating,rank,n de paginas,rating_imdb,votes_imdb,puntuacion_MAL,votos_MAL
589,"['March 31, 2013']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Tetsuya Endō'],6.8,4,16.0,7.4,878.0,8.6,253
590,"['April 7, 2013']",['Isao Murayama'],['Shinichi Konno'],['Kenji Yokoyama'],['Yutaka Nakashima'],8.3,3,0.0,5.6,906.0,8.2,262
591,"['April 14, 2013']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Yukiko Nakatani'],['Aya Komaki'],8.0,4,15.0,7.4,888.0,9.0,287
592,"['April 21, 2013']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Takahiro Imamura'],8.3,4,15.0,7.2,875.0,8.6,246
593,"['April 28, 2013']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yoshihiro Ueda'],7.2,6,17.0,7.7,878.0,9.2,289
594,"['May 5, 2013']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Katsumi Ishizuka'],['Ayako Hiraike'],6.5,6,17.0,7.9,941.0,9.2,309
595,"['May 12, 2013']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Tetsuya Endō'],7.6,6,15.0,7.5,872.0,9.0,279
596,"['May 19, 2013']",['Shōji Yonemura'],['Miho Shiraishi'],['Naoki Murakami'],['Takahiro Imamura'],8.7,3,15.0,7.4,866.0,8.8,274
597,"['May 26, 2013']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],"['Yukiko Nakatani', 'Shingo Fujisaki']",['Aya Komaki'],8.6,6,15.0,8.0,915.0,9.2,268
598,"['June 2, 2013']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Masayuki Takagi'],['Tetsuya Endō'],8.0,6,17.0,7.6,868.0,8.8,271
599,"['June 9, 2013']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yoshihiro Ueda'],7.9,5,17.0,7.7,881.0,8.8,271
600,"['June 16, 2013']",['Shōji Yonemura'],['Miho Shiraishi'],['Kenji Yokoyama'],['Ayako Hiraike'],8.0,5,15.0,7.2,881.0,8.6,597
601,"['June 23, 2013']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Takahiro Imamura'],7.5,5,17.0,7.2,868.0,8.2,308
602,"['June 30, 2013']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Kazuya Hisada'],['Takashi Ōtsuka'],7.8,3,16.0,7.3,868.0,8.6,293
603,"['July 7, 2013']",['Jin Tanaka'],['Ryūji Yoshiike'],['Yūsuke Isōchi'],['Aya Komaki'],8.1,4,17.0,7.9,891.0,9.0,308
604,"['July 14, 2013']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Tetsuya Endō'],7.2,6,17.0,7.6,861.0,8.8,287
605,"['July 21, 2013']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Yoshihiro Ueda'],8.5,3,15.0,7.4,885.0,8.4,319
606,"['July 28, 2013']",['Shōji Yonemura'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Takahiro Imamura'],7.7,5,17.0,7.5,867.0,8.6,269
607,"['August 11, 2013']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],"['Megumi Yamashita', 'Kazuya Hisada']",['Takashi Ōtsuka'],7.3,5,17.0,8.1,958.0,9.0,309
608,"['August 18, 2013']",['Shōji Yonemura'],['Miho Shiraishi'],['Toshio Deguchi'],['Masahiro Hosoda'],7.0,4,17.0,7.7,886.0,8.8,264
609,"['August 25, 2013']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Takeo Ide'],['Aya Komaki'],6.2,7,17.0,7.7,877.0,9.0,262
610,"['September 1, 2013']",['Jin Tanaka'],['Miho Shiraishi'],['Yukiko Nakatani'],['Yoshihiro Ueda'],7.7,6,17.0,7.4,877.0,8.6,282
611,"['September 8, 2013']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Takahiro Imamura'],7.6,6,16.0,7.4,869.0,8.4,235
612,"['September 15, 2013']",['Jin Tanaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Ayako Hiraike'],8.6,4,17.0,7.6,979.0,8.8,263
613,"['September 22, 2013']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Yoshihiro Ueda'],8.8,4,17.0,8.9,2633.0,9.2,321
614,"['September 29, 2013']",['Shōji Yonemura'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Aya Komaki'],7.7,4,17.0,8.1,1119.0,8.4,316
615,"['October 6, 2013']",['Hirohiko Kamisaka'],"['Ryūji Yoshiike', 'Miho Shiraishi']",['Yūsuke Isōchi'],['Tetsuya Endō'],6.7,4,17.0,7.9,1064.0,9.0,288
616,"['October 13, 2013']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Masayuki Takagi'],['Takashi Ōtsuka'],8.2,4,18.0,9.2,3005.0,9.6,480
617,"['October 20, 2013']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Masahiro Hosoda'],7.5,6,19.0,8.2,1125.0,9.0,283
618,"['October 27, 2013']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Masahiro Kitazaki'],['Yoshihiro Ueda'],7.9,6,13.0,7.6,877.0,8.8,253
619,"['November 3, 2013']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Takeo Ide'],['Aya Komaki'],9.2,5,18.0,7.9,910.0,9.2,266
620,"['November 10, 2013']",['Jin Tanaka'],['Miho Shiraishi'],['Yukiko Nakatani'],['Ayako Hiraike'],8.8,5,15.0,8.0,974.0,8.8,297
621,"['November 17, 2013']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],8.1,7,17.0,7.9,939.0,9.0,282
622,"['November 24, 2013']",['Shōji Yonemura'],['Miho Shiraishi'],['Kenji Yokoyama'],['Tetsuya Endō'],8.8,4,17.0,7.8,904.0,9.2,291
623,"['December 1, 2013']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Takahiro Imamura'],8.2,3,17.0,7.7,890.0,8.6,298
624,"['December 8, 2013']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Masahiro Hosoda'],9.2,6,12.0,8.4,1475.0,9.4,352
625,"['December 15, 2013']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Yukiko Nakatani'],['Tetsuya Endō'],8.7,6,13.0,8.1,1227.0,8.6,367
626,"['December 22, 2013']",['Jin Tanaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Takashi Ōtsuka'],9.4,4,1.0,6.7,734.0,8.0,260
627,"['January 5, 2014']",['Tomohiro Nakayama'],"['Ryūji Yoshiike', 'Miho Shiraishi']","['Megumi Yamashita', 'Sadahiko Sakamaki']",['Aya Komaki'],7.2,4,0.0,6.6,771.0,7.4,236
628,"['January 12, 2014']",['Jin Tanaka'],['Miho Shiraishi'],['Toshio Deguchi'],['Ayako Hiraike'],7.5,4,5.0,6.6,780.0,8.2,266
629,"['January 19, 2014']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Yoshihiro Ueda'],9.5,6,17.0,8.2,1344.0,9.0,403
630,"['January 26, 2014']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Takeo Ide'],['Hiroaki Miyamoto'],8.8,3,14.0,7.8,1152.0,8.6,387
631,"['February 2, 2014']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Masahiro Hosoda'],8.3,6,13.0,8.0,1216.0,8.6,294
632,"['February 9, 2014']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Kenji Yokoyama'],['Katsumi Tokoro'],8.2,6,15.0,7.7,1125.0,8.8,316
633,"['February 16, 2014']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Tetsuya Endō'],8.1,6,12.0,7.7,1101.0,8.6,282
634,"['February 23, 2014']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Atsuko Kawamura'],['Aya Komaki'],8.0,4,15.0,7.9,1144.0,9.0,314
635,"['March 2, 2014']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Takahiro Imamura'],7.4,6,12.0,7.8,1141.0,8.6,308
636,"['March 16, 2014']",['Jin Tanaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],6.8,6,8.0,7.8,1152.0,8.6,270
637,"['March 23, 2014']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Katsumi Tokoro'],8.1,4,19.0,7.8,1103.0,8.6,284
638,"['March 30, 2014']",['Yoshiyuki Suga'],['Miho Shiraishi'],"['Yukiko Nakatani', 'Shingo Fujisaki']",['Ayako Hiraike'],7.9,4,17.0,8.0,1175.0,9.0,282
639,"['April 6, 2014']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Takashi Ōtsuka'],7.7,4,10.0,7.7,1091.0,9.0,269
640,"['April 13, 2014']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],9.7,5,13.0,7.4,951.0,8.6,318
641,"['April 20, 2014']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Asako Narasaki'],['Toshinori Fukuzawa'],8.0,6,9.0,7.5,992.0,8.8,277
642,"['April 27, 2014']",['Jin Tanaka'],['Miho Shiraishi'],['Masahiro Kitazaki'],['Masahiro Hosoda'],9.0,5,11.0,8.4,1639.0,9.0,333
643,"['May 4, 2014']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Yoshihiro Ueda'],7.3,6,18.0,8.4,1661.0,9.0,307
644,"['May 11, 2014']",['Shōji Yonemura'],['Miho Shiraishi'],['Atsuko Kawamura'],['Tetsuya Endō'],7.4,4,17.0,7.9,1163.0,8.8,326
645,"['May 18, 2014']",['Jin Tanaka'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Katsumi Tokoro'],7.5,6,17.0,7.6,959.0,8.6,274
646,"['May 25, 2014']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Aya Komaki'],9.3,4,17.0,9.0,2830.0,9.2,478
647,"['June 1, 2014']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Ayako Hiraike'],7.7,6,16.0,7.7,970.0,8.8,248
648,"['June 8, 2014']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Tetsuya Endō'],8.2,6,17.0,7.6,945.0,8.2,252
649,"['June 15, 2014']",['Jin Tanaka'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Yoshihiro Ueda'],7.4,6,18.0,8.4,1617.0,8.8,308
650,"['June 22, 2014']",['Shōji Yonemura'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Masahiro Hosoda'],9.2,3,17.0,8.0,1169.0,9.0,449
651,"['June 29, 2014']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Toshinori Fukuzawa'],7.8,6,17.0,8.1,1196.0,8.8,318
652,"['July 6, 2014']",['Shōji Yonemura'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Katsumi Tokoro'],7.3,4,11.0,7.6,943.0,8.6,261
653,"['July 13, 2014']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Tetsuya Endō'],7.9,5,10.0,7.4,937.0,8.2,277
654,"['July 20, 2014']",['Jin Tanaka'],['Miho Shiraishi'],['Asako Narasaki'],['Yoshihiro Ueda'],8.2,4,12.0,7.9,1120.0,8.8,291
655,"['August 3, 2014']",['Yoshiyuki Suga'],['Masayuki Takagi'],['Ryūji Yoshiike'],['Ayako Hiraike'],6.6,5,16.0,8.5,1690.0,9.0,286
656,"['August 10, 2014']",['Shōji Yonemura'],['Miho Shiraishi'],['Toshio Deguchi'],['Toshinori Fukuzawa'],8.1,6,11.0,7.7,1072.0,8.4,260
657,"['August 17, 2014']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Kōhei Kureta'],8.0,4,6.0,7.6,930.0,8.0,264
658,"['August 24, 2014']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Katsumi Tokoro'],8.3,4,8.0,7.9,1121.0,8.6,274
659,"['August 31, 2014']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Yoshihiro Ueda'],6.7,7,16.0,8.3,1363.0,8.8,290
660,"['September 7, 2014']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Tetsuya Endō'],8.4,5,17.0,8.3,1386.0,8.6,280
661,"['September 14, 2014']",['Jin Tanaka'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Satoshi Itō'],7.3,7,16.0,9.2,2844.0,9.4,371
662,"['September 21, 2014']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Masahiro Hosoda'],8.7,5,17.0,9.2,2811.0,9.4,414
663,"['September 28, 2014']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Asako Narasaki'],['Tetsuya Endō'],8.8,3,17.0,9.5,4721.0,9.6,549
664,"['October 5, 2014']",['Shōji Yonemura'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],9.9,3,17.0,7.6,965.0,8.6,263
665,"['October 12, 2014']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Katsumi Tokoro'],8.2,4,16.0,7.5,929.0,8.6,264
666,"['October 19, 2014']",['Jin Tanaka'],['Miho Shiraishi'],['Masahiro Kitazaki'],['Toshinori Fukuzawa'],8.1,6,17.0,7.7,1061.0,8.8,298
667,"['October 26, 2014']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Fumiharu Kamanaka'],8.4,6,17.0,7.9,1137.0,9.0,265
668,"['November 2, 2014']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Tetsuya Endō'],7.3,7,13.0,7.8,1066.0,9.0,257
669,"['November 9, 2014']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Yoshihiro Ueda'],9.3,5,2.0,7.6,1051.0,8.8,232
670,"['November 16, 2014']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Aya Komaki'],8.2,4,9.0,8.0,1170.0,9.0,296
671,"['November 23, 2014']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Masahiro Hosoda'],7.6,6,16.0,7.7,1049.0,8.8,237
672,"['November 30, 2014']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Asako Narasaki'],['Katsumi Tokoro'],8.6,6,18.0,7.9,1087.0,8.8,248
673,"['December 7, 2014']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Tetsuya Endō'],9.3,6,16.0,7.7,1033.0,8.2,262
674,"['December 14, 2014']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Satoshi Itō'],8.4,4,12.0,8.0,1268.0,8.0,285
675,"['December 21, 2014']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Yoshihiro Ueda'],8.7,4,11.0,8.4,1608.0,9.0,292
676,"['December 28, 2014']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Tetsuya Endō'],7.8,5,11.0,8.7,1791.0,9.0,336
677,"['January 11, 2015']",,,,,8.6,6,14.0,9.3,3513.0,9.6,423
678,"['January 18, 2015']",,,,,9.0,4,12.0,9.4,3601.0,9.6,547
679,"['January 25, 2015']",,,,,8.6,4,8.0,8.5,1754.0,9.2,295
680,"['February 1, 2015']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Kenji Yokoyama'],['Satoshi Itō'],9.4,6,2.0,8.7,1753.0,9.0,356
681,"['February 8, 2015']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Katsumi Tokoro'],9.1,7,16.0,8.2,1270.0,8.8,326
682,"['February 15, 2015']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],9.7,6,7.0,7.7,983.0,8.6,263
683,"['March 1, 2015']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Asako Narasaki'],['Toshinori Fukuzawa'],8.9,6,6.0,8.0,1196.0,9.2,342
684,"['March 15, 2015']",['Jin Tanaka'],['Miho Shiraishi'],['Masahiro Kitazaki'],['Ayako Hiraike'],8.3,6,11.0,7.8,1093.0,8.8,286
685,"['March 22, 2015']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Aya Komaki'],7.3,6,14.0,8.0,1189.0,9.0,305
686,"['March 29, 2015']",['Jin Tanaka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Tetsuya Endō'],8.4,4,13.0,7.9,1163.0,8.6,251
687,"['April 5, 2015']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Masahiro Hosoda'],9.4,3,11.0,8.6,1756.0,9.0,320
688,"['April 12, 2015']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Yoshihiro Ueda'],9.0,4,12.0,7.7,1087.0,8.6,239
689,"['April 19, 2015']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Satoshi Itō'],9.0,5,9.0,7.9,1128.0,8.6,260
690,"['April 26, 2015']",['Ryūji Yoshiike'],['Miho Shiraishi'],['Kazuya Hisada'],['Aya Komaki'],8.2,5,14.0,7.5,940.0,8.8,302
691,"['May 3, 2015']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Makoto Sonoda'],7.0,6,11.0,7.5,938.0,8.2,264
692,"['May 10, 2015']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Ayako Hiraike'],9.0,5,10.0,8.1,1448.0,8.6,257
693,"['May 17, 2015']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Aya Komaki'],8.6,4,11.0,7.3,952.0,8.2,289
694,"['May 24, 2015']",['Shōji Yonemura'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],8.7,5,12.0,7.3,941.0,8.4,236
695,"['May 31, 2015']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Asako Narasaki'],['Tetsuya Endō'],8.0,5,10.0,8.1,1178.0,8.8,318
696,"['June 7, 2015']",['Jin Tanaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Satoshi Itō'],8.6,5,9.0,8.5,1716.0,8.8,273
697,"['June 14, 2015']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Masahiro Hosoda'],8.9,4,10.0,9.1,2946.0,9.2,385
698,"['June 21, 2015']",['Shōji Yonemura'],['Miho Shiraishi'],"['Yūsuke Isōchi', 'Kazuyuki Igai']",['Tatsuya Nagamine'],8.8,2,15.0,9.3,3699.0,9.4,335
699,"['June 28, 2015']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Takagi Masayuki'],['Aya Komaki'],9.1,4,11.0,9.2,2931.0,9.0,302
700,"['July 5, 2015']",['Jin Tanaka'],['Miho Shiraishi'],['Kazuya Hisada'],['Kentarō Fujita'],9.9,2,13.0,8.9,2726.0,8.6,599
701,"['July 12, 2015']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Katsumi Tokoro'],7.0,5,15.0,9.3,3141.0,9.4,448
702,"['July 19, 2015']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Yoshihiro Ueda'],8.1,2,15.0,9.2,3082.0,9.4,361
703,"['August 2, 2015']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Tetsuya Endō'],8.9,3,17.0,9.4,3595.0,9.4,339
704,"['August 9, 2015']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Masahiro Hosoda'],8.3,2,16.0,9.2,3117.0,9.4,293
705,"['August 16, 2015']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Asako Narasaki'],['Satoshi Itō'],6.9,4,15.0,9.4,3668.0,9.4,328
706,"['August 23, 2015']",['Jin Tanaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Tatsuya Nagamine'],7.1,5,15.0,9.7,13928.0,9.6,531
707,"['August 30, 2015']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Takagi Masayuki'],['Yoshihiro Ueda'],7.5,5,13.0,8.3,1680.0,8.0,316
708,"['September 6, 2015']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Kazuya Hisada'],['Kentarō Fujita'],9.2,3,14.0,9.1,2873.0,8.8,305
709,"['September 13, 2015']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Katsumi Tokoro'],8.1,5,14.0,7.8,1164.0,8.4,255
710,"['September 20, 2015']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Atsuko Kawamura'],['Aya Komaki'],7.7,3,15.0,8.2,1262.0,9.0,409
711,"['September 27, 2015']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Toshinori Fukuzawa'],7.8,3,10.0,7.8,1127.0,8.2,245
712,"['October 4, 2015']",['Jin Tanaka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Tetsuya Endō'],7.6,4,12.0,8.2,1571.0,8.8,274
713,"['October 11, 2015']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Masahiro Hosoda'],8.8,4,13.0,8.6,1851.0,9.0,281
714,"['October 18, 2015']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Asako Narasaki'],['Yoshihiro Ueda'],8.7,5,14.0,7.6,1097.0,8.0,258
715,"['October 25, 2015']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Shūichi Itō'],['Satoshi Itō'],8.4,5,15.0,9.1,3021.0,9.2,354
716,"['November 1, 2015']",['Shōji Yonemura'],['Miho Shiraishi'],['Kazuya Hisada'],['Aya Komaki'],8.1,6,14.0,8.8,2171.0,9.0,319
717,"['November 8, 2015']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Tatsuya Nagamine'],7.9,6,12.0,8.7,1904.0,8.8,249
718,"['November 15, 2015']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Atsuko Kawamura'],['Kentarō Fujita'],9.8,2,11.0,8.3,1644.0,7.6,289
719,"['November 22, 2015']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Katsumi Tokoro'],8.3,6,14.0,9.5,4643.0,9.4,348
720,"['November 29, 2015']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Tetsuya Endō'],7.3,5,10.0,9.0,2728.0,8.6,319
721,"['December 6, 2015']",['Jin Tanaka'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],8.0,6,13.0,9.1,2686.0,8.6,273
722,"['December 13, 2015']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shūichi Itō'],['Masahiro Hosoda'],8.6,6,13.0,9.3,2918.0,9.0,267
723,"['December 20, 2015']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Asako Narasaki'],['Satoshi Itō'],8.4,4,12.0,9.5,5246.0,9.4,320
724,"['December 27, 2015']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Toshio Deguchi'],['Yasunori Koyama'],8.7,2,13.0,9.0,2686.0,9.0,283
725,"['January 10, 2016']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Kentarō Fujita'],8.5,4,13.0,9.3,4299.0,9.2,400
726,"['January 17, 2016']",['Jin Tanaka'],['Miho Shiraishi'],['Kazuya Hisada'],['Toshinori Fukuzawa'],7.5,6,17.0,9.7,23249.0,9.4,569
727,"['January 24, 2016']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],8.4,4,13.0,8.9,2315.0,8.8,301
728,"['January 31, 2016']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Kenji Yokoyama'],['Katsumi Tokoro'],9.3,3,12.0,9.2,3257.0,9.0,282
729,"['February 14, 2016']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Shūichi Itō'],['Tetsuya Endō'],10.2,2,13.0,8.7,2012.0,8.6,259
730,"['February 21, 2016']",['Atsuhiro Tomioka'],['Miho Shiraishi'],"['Asako Narasaki', 'Isamu Takara']",['Masahiro Hosoda'],9.6,4,13.0,7.8,1142.0,8.4,285
731,"['February 28, 2016']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Yūsuke Isōchi'],['Yasunori Koyama'],9.3,3,11.0,7.7,985.0,7.6,273
732,"['March 6, 2016']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Satoshi Itō'],8.0,5,13.0,8.1,1210.0,8.0,289
733,"['March 20, 2016']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Toshinori Fukuzawa'],9.2,2,16.0,9.4,4127.0,9.2,422
734,"['March 27, 2016']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Takagi Masayuki'],['Yoshihiro Ueda'],8.2,2,15.0,7.7,1107.0,8.0,352
735,"['April 3, 2016']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Kentarō Fujita'],10.0,2,13.0,8.4,1661.0,9.0,359
736,"['April 10, 2016']",['Shōji Yonemura'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Tetsuya Endō'],7.8,4,13.0,9.1,2778.0,9.2,364
737,"['April 17, 2016']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Katsumi Tokoro'],9.0,3,5.0,8.7,1918.0,9.0,318
738,"['April 24, 2016']",['Jin Tanaka'],['Miho Shiraishi'],['Shūichi Itō'],['Masahiro Hosoda'],9.1,5,9.0,9.1,2754.0,9.4,369
739,"['May 1, 2016']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Isamu Takara'],['Satoshi Itō'],8.7,2,13.0,9.2,3110.0,9.2,392
740,"['May 8, 2016']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Atsuko Kawamura'],['Yoshihiro Ueda'],7.5,6,12.0,7.8,1121.0,8.6,296
741,"['May 15, 2016']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Kentarō Fujita'],8.8,5,12.0,7.7,1078.0,8.2,255
742,"['May 22, 2016']",['Shōji Yonemura'],['Miho Shiraishi'],['Takagi Masayuki'],['Katsumi Tokoro'],7.1,4,11.0,7.8,1047.0,8.4,266
743,"['May 29, 2016']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yasunori Koyama'],6.5,5,13.0,9.1,2714.0,9.0,276
744,"['June 5, 2016']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Tetsuya Endō'],8.2,2,10.0,9.2,2960.0,9.4,350
