episodio,fecha_emision,guion,arte,animacion,direccion,tv_rating,rank,n de paginas,votos,rating
631,"['February 2, 2014']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Masahiro Hosoda'],8.3,6,13.0,1510.0,8.12
632,"['February 9, 2014']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Kenji Yokoyama'],['Katsumi Tokoro'],8.2,6,15.0,1441.0,7.94
633,"['February 16, 2014']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Tetsuya Endō'],8.1,6,12.0,1383.0,7.88
634,"['February 23, 2014']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Atsuko Kawamura'],['Aya Komaki'],8.0,4,15.0,1458.0,8.14
635,"['March 2, 2014']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Takahiro Imamura'],7.4,6,12.0,1449.0,7.97
636,"['March 16, 2014']",['Jin Tanaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],6.8,6,8.0,1422.0,7.95
637,"['March 23, 2014']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Katsumi Tokoro'],8.1,4,19.0,1387.0,7.96
638,"['March 30, 2014']",['Yoshiyuki Suga'],['Miho Shiraishi'],"['Yukiko Nakatani', 'Shingo Fujisaki']",['Ayako Hiraike'],7.9,4,17.0,1457.0,8.19
639,"['April 6, 2014']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Takashi Ōtsuka'],7.7,4,10.0,1360.0,7.96
640,"['April 13, 2014']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],9.7,5,13.0,1269.0,7.7
641,"['April 20, 2014']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Asako Narasaki'],['Toshinori Fukuzawa'],8.0,6,9.0,1269.0,7.78
642,"['April 27, 2014']",['Jin Tanaka'],['Miho Shiraishi'],['Masahiro Kitazaki'],['Masahiro Hosoda'],9.0,5,11.0,1972.0,8.5
643,"['May 4, 2014']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Yoshihiro Ueda'],7.3,6,18.0,1968.0,8.49
644,"['May 11, 2014']",['Shōji Yonemura'],['Miho Shiraishi'],['Atsuko Kawamura'],['Tetsuya Endō'],7.4,4,17.0,1489.0,8.1
645,"['May 18, 2014']",['Jin Tanaka'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Katsumi Tokoro'],7.5,6,17.0,1233.0,7.82
646,"['May 25, 2014']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Aya Komaki'],9.3,4,17.0,3308.0,9.03
647,"['June 1, 2014']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Ayako Hiraike'],7.7,6,16.0,1218.0,7.92
648,"['June 8, 2014']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Tetsuya Endō'],8.2,6,17.0,1197.0,7.73
649,"['June 15, 2014']",['Jin Tanaka'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Yoshihiro Ueda'],7.4,6,18.0,1925.0,8.46
650,"['June 22, 2014']",['Shōji Yonemura'],['Miho Shiraishi'],['Masahiro Shimanuki'],['Masahiro Hosoda'],9.2,3,17.0,1618.0,8.28
651,"['June 29, 2014']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Toshinori Fukuzawa'],7.8,6,17.0,1514.0,8.25
652,"['July 6, 2014']",['Shōji Yonemura'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Katsumi Tokoro'],7.3,4,11.0,1204.0,7.82
653,"['July 13, 2014']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Tetsuya Endō'],7.9,5,10.0,1214.0,7.58
654,"['July 20, 2014']",['Jin Tanaka'],['Miho Shiraishi'],['Asako Narasaki'],['Yoshihiro Ueda'],8.2,4,12.0,1411.0,8.09
655,"['August 3, 2014']",['Yoshiyuki Suga'],['Masayuki Takagi'],['Ryūji Yoshiike'],['Ayako Hiraike'],6.6,5,16.0,1976.0,8.57
656,"['August 10, 2014']",['Shōji Yonemura'],['Miho Shiraishi'],['Toshio Deguchi'],['Toshinori Fukuzawa'],8.1,6,11.0,1332.0,7.84
657,"['August 17, 2014']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Kōhei Kureta'],8.0,4,6.0,1194.0,7.69
658,"['August 24, 2014']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Katsumi Tokoro'],8.3,4,8.0,1395.0,8.04
659,"['August 31, 2014']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Yoshihiro Ueda'],6.7,7,16.0,1653.0,8.39
660,"['September 7, 2014']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Tetsuya Endō'],8.4,5,17.0,1666.0,8.35
661,"['September 14, 2014']",['Jin Tanaka'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Satoshi Itō'],7.3,7,16.0,3215.0,9.22
662,"['September 21, 2014']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Masahiro Hosoda'],8.7,5,17.0,3225.0,9.23
663,"['September 28, 2014']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Asako Narasaki'],['Tetsuya Endō'],8.8,3,17.0,5270.0,9.51
664,"['October 5, 2014']",['Shōji Yonemura'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],9.9,3,17.0,1228.0,7.81
665,"['October 12, 2014']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Katsumi Tokoro'],8.2,4,16.0,1193.0,7.74
666,"['October 19, 2014']",['Jin Tanaka'],['Miho Shiraishi'],['Masahiro Kitazaki'],['Toshinori Fukuzawa'],8.1,6,17.0,1359.0,7.94
667,"['October 26, 2014']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Fumiharu Kamanaka'],8.4,6,17.0,1402.0,8.11
668,"['November 2, 2014']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Tetsuya Endō'],7.3,7,13.0,1323.0,8.03
669,"['November 9, 2014']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Yoshihiro Ueda'],9.3,5,2.0,1283.0,7.82
670,"['November 16, 2014']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Aya Komaki'],8.2,4,9.0,1466.0,8.2
671,"['November 23, 2014']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Masahiro Hosoda'],7.6,6,16.0,1286.0,7.9
672,"['November 30, 2014']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Asako Narasaki'],['Katsumi Tokoro'],8.6,6,18.0,1335.0,8.07
673,"['December 7, 2014']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Tetsuya Endō'],9.3,6,16.0,1295.0,7.8
674,"['December 14, 2014']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Satoshi Itō'],8.4,4,12.0,1553.0,8.0
675,"['December 21, 2014']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Yoshihiro Ueda'],8.7,4,11.0,1900.0,8.49
676,"['December 28, 2014']",['Yoshiyuki Suga'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Tetsuya Endō'],7.8,5,11.0,2127.0,8.75
677,"['January 11, 2015']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Aya Komaki'],8.6,6,14.0,3936.0,9.33
678,"['January 18, 2015']",['Jin Tanaka'],['Miho Shiraishi'],['Kazuya Hisada'],['Yoshihiro Ueda'],9.0,4,12.0,4148.0,9.43
679,"['January 25, 2015']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Yūsuke Isōchi'],['Masahiro Hosoda'],8.6,4,8.0,2049.0,8.6
680,"['February 1, 2015']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Kenji Yokoyama'],['Satoshi Itō'],9.4,6,2.0,2109.0,8.75
681,"['February 8, 2015']",['Yoshiyuki Suga'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Katsumi Tokoro'],9.1,7,16.0,1596.0,8.32
682,"['February 15, 2015']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],9.7,6,7.0,1246.0,7.89
683,"['March 1, 2015']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Asako Narasaki'],['Toshinori Fukuzawa'],8.9,6,6.0,1538.0,8.27
684,"['March 15, 2015']",['Jin Tanaka'],['Miho Shiraishi'],['Masahiro Kitazaki'],['Ayako Hiraike'],8.3,6,11.0,1379.0,8.01
685,"['March 22, 2015']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Aya Komaki'],7.3,6,14.0,1494.0,8.2
686,"['March 29, 2015']",['Jin Tanaka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Tetsuya Endō'],8.4,4,13.0,1414.0,8.02
687,"['April 5, 2015']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Masahiro Hosoda'],9.4,3,11.0,2076.0,8.66
688,"['April 12, 2015']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Yoshihiro Ueda'],9.0,4,12.0,1326.0,7.86
689,"['April 19, 2015']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masayuki Takagi'],['Satoshi Itō'],9.0,5,9.0,1388.0,8.03
690,"['April 26, 2015']",['Ryūji Yoshiike'],['Miho Shiraishi'],['Kazuya Hisada'],['Aya Komaki'],8.2,5,14.0,1242.0,7.82
691,"['May 3, 2015']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Makoto Sonoda'],7.0,6,11.0,1202.0,7.65
692,"['May 10, 2015']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Ayako Hiraike'],9.0,5,10.0,1705.0,8.18
693,"['May 17, 2015']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Aya Komaki'],8.6,4,11.0,1241.0,7.51
694,"['May 24, 2015']",['Shōji Yonemura'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],8.7,5,12.0,1177.0,7.52
695,"['May 31, 2015']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Asako Narasaki'],['Tetsuya Endō'],8.0,5,10.0,1496.0,8.25
696,"['June 7, 2015']",['Jin Tanaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Satoshi Itō'],8.6,5,9.0,1989.0,8.54
697,"['June 14, 2015']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Masahiro Shimanuki'],['Masahiro Hosoda'],8.9,4,10.0,3331.0,9.11
698,"['June 21, 2015']",['Shōji Yonemura'],['Miho Shiraishi'],"['Yūsuke Isōchi', 'Kazuyuki Igai']",['Tatsuya Nagamine'],8.8,2,15.0,4034.0,9.31
699,"['June 28, 2015']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Takagi Masayuki'],['Aya Komaki'],9.1,4,11.0,3233.0,9.18
700,"['July 5, 2015']",['Jin Tanaka'],['Miho Shiraishi'],['Kazuya Hisada'],['Kentarō Fujita'],9.9,2,13.0,3325.0,8.85
701,"['July 12, 2015']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Katsumi Tokoro'],7.0,5,15.0,3589.0,9.31
702,"['July 19, 2015']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Yoshihiro Ueda'],8.1,2,15.0,3443.0,9.22
703,"['August 2, 2015']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Tetsuya Endō'],8.9,3,17.0,3934.0,9.4
704,"['August 9, 2015']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Masahiro Hosoda'],8.3,2,16.0,3410.0,9.22
705,"['August 16, 2015']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Asako Narasaki'],['Satoshi Itō'],6.9,4,15.0,3996.0,9.4
706,"['August 23, 2015']",['Jin Tanaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Tatsuya Nagamine'],7.1,5,15.0,14459.0,9.7
707,"['August 30, 2015']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Takagi Masayuki'],['Yoshihiro Ueda'],7.5,5,13.0,1996.0,8.25
708,"['September 6, 2015']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Kazuya Hisada'],['Kentarō Fujita'],9.2,3,14.0,3178.0,9.07
709,"['September 13, 2015']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Katsumi Tokoro'],8.1,5,14.0,1419.0,7.91
710,"['September 20, 2015']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Atsuko Kawamura'],['Aya Komaki'],7.7,3,15.0,1671.0,8.4
711,"['September 27, 2015']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Toshinori Fukuzawa'],7.8,3,10.0,1372.0,7.87
712,"['October 4, 2015']",['Jin Tanaka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Tetsuya Endō'],7.6,4,12.0,1845.0,8.29
713,"['October 11, 2015']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Masahiro Hosoda'],8.8,4,13.0,2132.0,8.65
714,"['October 18, 2015']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Asako Narasaki'],['Yoshihiro Ueda'],8.7,5,14.0,1355.0,7.68
715,"['October 25, 2015']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Shūichi Itō'],['Satoshi Itō'],8.4,5,15.0,3375.0,9.11
716,"['November 1, 2015']",['Shōji Yonemura'],['Miho Shiraishi'],['Kazuya Hisada'],['Aya Komaki'],8.1,6,14.0,2490.0,8.83
717,"['November 8, 2015']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Tatsuya Nagamine'],7.9,6,12.0,2153.0,8.71
718,"['November 15, 2015']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Atsuko Kawamura'],['Kentarō Fujita'],9.8,2,11.0,1933.0,8.2
719,"['November 22, 2015']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Masahiro Kitazaki'],['Katsumi Tokoro'],8.3,6,14.0,4991.0,9.49
720,"['November 29, 2015']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Tetsuya Endō'],7.3,5,10.0,3047.0,8.96
721,"['December 6, 2015']",['Jin Tanaka'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],8.0,6,13.0,2959.0,9.05
722,"['December 13, 2015']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shūichi Itō'],['Masahiro Hosoda'],8.6,6,13.0,3185.0,9.27
723,"['December 20, 2015']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Asako Narasaki'],['Satoshi Itō'],8.4,4,12.0,5566.0,9.49
724,"['December 27, 2015']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Toshio Deguchi'],['Yasunori Koyama'],8.7,2,13.0,2969.0,9.0
725,"['January 10, 2016']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Kentarō Fujita'],8.5,4,13.0,4699.0,9.29
726,"['January 17, 2016']",['Jin Tanaka'],['Miho Shiraishi'],['Kazuya Hisada'],['Toshinori Fukuzawa'],7.5,6,17.0,23818.0,9.69
727,"['January 24, 2016']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yoshihiro Ueda'],8.4,4,13.0,2616.0,8.89
728,"['January 31, 2016']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Kenji Yokoyama'],['Katsumi Tokoro'],9.3,3,12.0,3539.0,9.18
729,"['February 14, 2016']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Shūichi Itō'],['Tetsuya Endō'],10.2,2,13.0,2271.0,8.69
730,"['February 21, 2016']",['Atsuhiro Tomioka'],['Miho Shiraishi'],"['Asako Narasaki', 'Isamu Takara']",['Masahiro Hosoda'],9.6,4,13.0,1427.0,7.92
731,"['February 28, 2016']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Yūsuke Isōchi'],['Yasunori Koyama'],9.3,3,11.0,1258.0,7.68
732,"['March 6, 2016']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Satoshi Itō'],8.0,5,13.0,1499.0,8.08
733,"['March 20, 2016']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Kazuya Hisada'],['Toshinori Fukuzawa'],9.2,2,16.0,4549.0,9.38
734,"['March 27, 2016']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Takagi Masayuki'],['Yoshihiro Ueda'],8.2,2,15.0,1459.0,7.77
735,"['April 3, 2016']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Kentarō Fujita'],10.0,2,13.0,2020.0,8.51
736,"['April 10, 2016']",['Shōji Yonemura'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Tetsuya Endō'],7.8,4,13.0,3142.0,9.11
737,"['April 17, 2016']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Katsumi Tokoro'],9.0,3,5.0,2236.0,8.74
738,"['April 24, 2016']",['Jin Tanaka'],['Miho Shiraishi'],['Shūichi Itō'],['Masahiro Hosoda'],9.1,5,9.0,3123.0,9.14
739,"['May 1, 2016']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Isamu Takara'],['Satoshi Itō'],8.7,2,13.0,3502.0,9.2
740,"['May 8, 2016']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Atsuko Kawamura'],['Yoshihiro Ueda'],7.5,6,12.0,1417.0,7.97
741,"['May 15, 2016']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Kenji Yokoyama'],['Kentarō Fujita'],8.8,5,12.0,1333.0,7.8
742,"['May 22, 2016']",['Shōji Yonemura'],['Miho Shiraishi'],['Takagi Masayuki'],['Katsumi Tokoro'],7.1,4,11.0,1313.0,7.92
743,"['May 29, 2016']",['Jin Tanaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yasunori Koyama'],6.5,5,13.0,2990.0,9.09
744,"['June 5, 2016']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Tetsuya Endō'],8.2,2,10.0,3310.0,9.22
745,"['June 12, 2016']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Shūichi Itō'],['Yoshihiro Ueda'],8.6,2,15.0,3236.0,9.11
746,"['June 19, 2016']",['Shōji Yonemura'],['Miho Shiraishi'],['Isamu Takara'],['Masahiro Hosoda'],7.4,5,15.0,2422.0,8.84
747,"['June 26, 2016']",['Jin Tanaka'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Yoshihiro Ueda'],9.5,3,2.0,1011.0,6.82
748,"['July 3, 2016']",['Jin Tanaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Satoshi Itō'],7.5,2,0.0,928.0,6.55
749,"['July 10, 2016']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Takagi Masayuki'],['Kentarō Fujita'],8.5,4,0.0,916.0,6.57
750,"['July 17, 2016']",['Jin Tanaka'],['Miho Shiraishi'],['Toshio Deguchi'],['Yoshihiro Ueda'],8.0,2,0.0,1105.0,6.88
751,"['July 31, 2016']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Katsumi Tokoro'],7.9,5,2.0,1200.0,7.37
752,"['August 7, 2016']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Tetsuya Endō'],7.4,4,13.0,1183.0,7.93
753,"['August 21, 2016']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Shūichi Itō'],['Takashi Ōtsuka'],6.8,5,16.0,1183.0,7.73
754,"['August 28, 2016']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Isamu Takara'],['Yasunori Koyama'],7.0,5,15.0,1104.0,7.87
755,"['September 4, 2016']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Atsuko Kawamura'],['Masahiro Hosoda'],7.6,4,15.0,1196.0,7.9
756,"['September 11, 2016']",['Shōji Yonemura'],['Miho Shiraishi'],['Kenji Yokoyama'],['Satoshi Itō'],8.8,4,13.0,1139.0,7.79
757,"['September 25, 2016']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Takagi Masayuki'],['Yoshihiro Ueda'],7.0,3,11.0,1108.0,7.77
758,"['October 2, 2016']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Kentarō Fujita'],6.6,4,12.0,1093.0,7.63
759,"['October 9, 2016']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Katsumi Tokoro'],6.9,3,11.0,1258.0,7.88
760,"['October 16, 2016']",['Jin Tanaka'],['Miho Shiraishi'],['Shigefumi Shingaki'],['Tetsuya Endō'],6.2,7,14.0,1297.0,7.95
761,"['October 23, 2016']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],"['Midori Matsuda', 'Kazuya Hisada']",['Yoshihiro Ueda'],6.6,5,13.0,1150.0,7.82
762,"['October 30, 2016']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shūichi Itō'],['Kentarō Fujita'],6.6,6,10.0,1303.0,8.09
763,"['November 6, 2016']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Isamu Takara'],['Satoshi Itō'],6.4,6,15.0,1867.0,8.48
764,"['November 13, 2016']",['Jin Tanaka'],['Miho Shiraishi'],['Atsuko Kawamura'],['Yasunori Koyama'],6.8,3,14.0,2016.0,8.68
765,"['November 20, 2016']",['Atsuhiro Tomioka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Tatsuya Nagamine'],7.1,6,2.0,1178.0,7.61
766,"['November 27, 2016']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Kenji Yokoyama'],['Masahiro Hosoda'],7.3,5,15.0,1262.0,7.83
767,"['December 4, 2016']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Keiichi Ichikawa'],['Toshinori Fukuzawa'],8.2,4,15.0,3344.0,9.25
768,"['December 11, 2016']",['Jin Tanaka'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],6.5,7,11.0,1331.0,7.98
769,"['December 18, 2016']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Katsumi Tokoro'],7.1,4,9.0,2279.0,8.77
770,"['December 25, 2016']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Shūichi Itō'],['Kentarō Fujita'],6.1,4,10.0,3044.0,9.11
771,"['January 8, 2017']",['Atsuhiro Tomioka'],"['Ryūji Yoshiike', 'Miho Shiraishi']",['Midori Matsuda'],['Satoshi Itō'],7.5,3,11.0,1317.0,8.38
772,"['January 15, 2017']",['Shōji Yonemura'],['Miho Shiraishi'],['Yūsuke Isōchi'],['Yasunori Koyama'],7.3,6,11.0,1226.0,8.27
773,"['January 22, 2017']",['Jin Tanaka'],['Ryūji Yoshiike'],['Isamu Takara'],['Yoshihiro Ueda'],8.2,5,10.0,1161.0,8.09
774,"['January 29, 2017']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Takashi Ōtsuka'],7.1,6,12.0,1315.0,8.17
775,"['February 5, 2017']",['Hirohiko Kamisaka'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Masahiro Hosoda'],7.1,6,0.0,1072.0,7.47
776,"['February 12, 2017']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Masayuki Takagi'],['Yasunori Koyama'],6.1,6,15.0,1089.0,7.84
777,"['February 19, 2017']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Katsumi Tokoro'],7.3,5,6.0,1183.0,7.31
778,"['February 26, 2017']",['Shōji Yonemura'],['Miho Shiraishi'],['Shūichi Itō'],['Yoshihiro Ueda'],7.3,5,23.0,1126.0,7.42
779,"['March 5, 2017']",['Jin Tanaka'],['Ryūji Yoshiike'],['Yūsuke Isōchi'],['Kentarō Fujita'],6.8,5,12.0,1131.0,7.97
780,"['March 19, 2017']",['Hirohiko Kamisaka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Satoshi Itō'],5.7,5,0.0,987.0,7.14
781,"['March 26, 2017']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],"['Midori Matsuda', 'Shūichi Itō']",['Yoshihiro Ueda'],6.6,3,0.0,934.0,6.99
782,"['April 2, 2017']",['Jin Tanaka'],['Miho Shiraishi'],"['Isamu Takara', 'Kazuya Hisada']",['Satoshi Itō'],6.5,5,0.0,957.0,7.26
783,"['April 9, 2017']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Toshio Deguchi'],['Yasunori Koyama'],7.9,4,10.0,1368.0,7.81
784,"['April 16, 2017']",['Shōji Yonemura'],['Miho Shiraishi'],['Masayuki Takagi'],['Kentarō Fujita'],5.9,6,10.0,1340.0,7.8
785,"['April 23, 2017']",['Jin Tanaka'],['Ryūji Yoshiike'],['Yūsuke Isōchi'],['Yusuke Suzuki'],7.2,4,10.0,2124.0,8.48
786,"['April 30, 2017']",['Tomohiro Nakayama'],['Miho Shiraishi'],['Kenji Yokoyama'],['Toshinori Fukuzawa'],6.6,5,14.0,1482.0,8.23
787,"['May 7, 2017']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Katsumi Tokoro'],6.8,3,11.0,1316.0,7.9
788,"['May 14, 2017']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Shūichi Itō'],['Yoshihiro Ueda'],7.0,5,10.0,1269.0,7.55
789,"['May 21, 2017']",['Shōji Yonemura'],['Ryūji Yoshiike'],['Isamu Takara'],['Yasunori Koyama'],7.6,3,8.0,1334.0,8.0
790,"['May 28, 2017']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Toshio Deguchi'],['Miho Hirayama'],6.2,5,15.0,1325.0,7.92
791,"['June 4, 2017']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Yūsuke Isōchi'],['Kentarō Fujita'],6.2,5,12.0,1160.0,7.37
792,"['June 11, 2017']",['Shōji Yonemura'],['Miho Shiraishi'],['Masayuki Takagi'],['Yoshihiro Ueda'],5.8,7,11.0,1148.0,7.58
793,"['June 18, 2017']",['Jin Tanaka'],['Ryūji Yoshiike'],['Kimitaka Itō'],['Katsumi Tokoro'],7.0,4,13.0,1411.0,8.39
794,"['June 25, 2017']",['Atsuhiro Tomioka'],['Miho Shiraishi'],['Kenji Yokoyama'],['Yusuke Suzuki'],6.1,5,10.0,1353.0,8.05
795,"['July 2, 2017']",['Tomohiro Nakayama'],['Ryūji Yoshiike'],['Shigefumi Shingaki'],['Yasunori Koyama'],6.2,5,13.0,1271.0,7.71
796,"['July 9, 2017']",['Shōji Yonemura'],['Miho Shiraishi'],['Shūichi Itō'],['Satoshi Itō'],6.6,4,14.0,1265.0,7.79
